sex,rings,length_mm,diameter_mm,height_mm,whole_weight_g,shucked_weight_g,viscera_weight_g,shell_weight_g
M,9,118,96,32,252.4,113.7,54.50000000000001,67
M,10,119,98,37,237,96.39999999999999,40.300000000000004,72.2
F,9,120,95,27,288.09999999999997,117.7,38.2,63.5
F,8,120,100,31,266.40000000000003,124.70000000000002,56.699999999999996,70
F,9,120,97,33,228.10000000000002,117.39999999999999,43.5,57.599999999999994
M,10,121,95,35,240.20000000000002,107.89999999999999,55.00000000000001,61.8
F,10,125,98,31,266,133.5,51.800000000000004,66
M,10,126,100,37,272.40000000000003,115.7,62.5,76.8
M,12,128,117,39,329.4,144.5,66.2,94.19999999999999
F,11,128,100,36,299.90000000000003,118.6,62.8,86.2
F,12,131,109.00000000000001,33,324.5,131.1,59.8,102.60000000000001
I,11,132,105,43,357.2,134.5,72.3,81.3
M,15,132,107,40,358.2,146.6,63.6,108
F,13,135,111.00000000000001,41,385,142.6,71.6,90.7
F,13,135,110.00000000000001,35,337.8,138.79999999999998,74.2,94.8
F,9,138,110.00000000000001,36,331.8,174.3,53.1,87.9
F,14,139,106,40,409.5,150,83.89999999999999,121.9
F,10,140,105,38,320.3,141.4,73,86
F,10,146,113.99999999999999,33,403.3,213.7,83.6,87
I,4,41,30,13,8,4,2.1999999999999997,2.6
I,4,45,34,14.000000000000002,11.3,4.8,2.6,3.2
I,5,46,36,10,12.8,4.3,2.7,4
I,4,55.00000000000001,39,14.000000000000002,17.5,6.9,4.3999999999999995,5.1
I,5,56.00000000000001,42,11,21.2,8.3,5.3,6.2
I,5,56.00000000000001,44,16,26.3,13.200000000000001,4.8,6
I,6,59,44,14.000000000000002,25.2,10.299999999999999,5.5,7.000000000000001
I,6,62,45,15,31,13,7.3999999999999995,7.3
I,7,63,47,14.000000000000002,29.799999999999997,11.600000000000001,6.5,9.4
I,7,68,53,14.000000000000002,37,12.5,7.9,14.000000000000002
I,6,74,57.99999999999999,16,50.9,21.6,11.3,14.000000000000002
I,6,76,56.99999999999999,17,47.4,23,8.1,14.000000000000002
I,7,78,59,20,55.800000000000004,23.1,11.799999999999999,16
I,6,81,62,13,64.1,31.5,13.200000000000001,17.599999999999998
I,7,83,65,20,66.7,28.9,14.299999999999999,19
I,7,88,67,22,77.7,35,16.7,22.2
I,6,88,69,23,109.00000000000001,53.800000000000004,22.2,26.1
I,6,88,65,20,83.3,37,17.299999999999997,22
I,7,88,71,24,99,46.2,22,25
I,6,90,70,25,95.5,44.7,17.8,23.599999999999998
I,8,90,70,24,93.60000000000001,40.1,21.3,26.5
F,7,91,70,24,91.10000000000001,38.9,20.9,27.500000000000004
F,6,92,70,23,92,40.5,22.3,23.3
I,7,92,69,24,83.1,39.6,17.7,21.4
I,6,92,69,23,84.3,37.9,20.4,22.2
I,7,93,71,22,94.8,46,20.1,24
M,9,93,68,21,97.2,46.2,20.7,24.5
I,7,95,77,22,114.7,62.2,20.5,27.200000000000003
I,8,95,71,21,93.60000000000001,40.2,22.3,24
M,8,96,74,20,102.69999999999999,48.6,20.3,27
M,7,100,75,28.999999999999996,124.30000000000001,54.800000000000004,33.2,29.7
I,7,100,76,22,98.8,43.6,18,26.5
I,7,101,77,24,120.10000000000001,47.8,28.4,37
M,9,103,79,24,129.20000000000002,56.99999999999999,27.3,34.4
M,7,105,83,27,158.9,78.8,37.8,40.400000000000006
M,8,105,85,25,162.4,80.7,34.1,39
F,6,106,84,34,165.6,82,41.6,30.099999999999998
M,6,106,82,28.000000000000004,136.20000000000002,61.9,28.299999999999997,36.7
F,8,106,81,30,177.8,81.10000000000001,45.5,43
M,9,108,87,28.000000000000004,146.9,66,31.900000000000002,42.6
F,8,110.00000000000001,85,25,192.79999999999998,109.5,31.8,43
F,7,111.00000000000001,85,28.000000000000004,192.6,88,44.800000000000004,48
F,9,113.99999999999999,89,30,199,100.8,37,50.1
F,8,113.99999999999999,87,28.000000000000004,171.70000000000002,78.10000000000001,39.2,45.9
M,7,114.99999999999999,90,31,189.6,85.8,41.199999999999996,51.800000000000004
F,8,115.99999999999999,89,28.999999999999996,177.6,82,36.3,48.5
F,8,117,90,32,180.9,81,44.3,46.7
M,7,118,93,28.000000000000004,209.20000000000002,93.89999999999999,52.6,52.6
F,9,119,94,31,235.5,108.4,53.800000000000004,62
F,9,119,93,30,215.3,98.2,44,57.4
F,11,119,93,30,205.10000000000002,82.39999999999999,54.900000000000006,57.8
F,8,120,92,28.999999999999996,186.5,79.7,44.9,49.6
F,8,120,92,30,247.00000000000003,120.5,54.800000000000004,57.99999999999999
M,9,120,92,30,249.40000000000003,106.69999999999999,54.7,57.99999999999999
M,8,122,96,30,229.9,112.79999999999998,54.800000000000004,52.800000000000004
F,10,123,97,32,231.5,100.1,49.9,63
F,10,123,100,33,265.4,120,60.3,71
M,8,123,94,31,240,101.69999999999999,64,58.4
F,9,124,102,35,254.1,108.3,64.60000000000001,64.5
F,10,124,97,35,243.1,109.00000000000001,50.6,69
F,9,124,95,32,264.9,137.3,46.6,65.5
M,10,125,96,34,271.09999999999997,134.20000000000002,53.6,67.7
F,9,125,98,33,225.4,95.39999999999999,47.3,63.7
F,8,125,98,35,221.5,89.7,43.3,71.89999999999999
F,11,126,99,40,285.1,131.8,67.2,76
F,9,126,99,28.999999999999996,229.4,109.1,53.2,57.699999999999996
M,8,126,96,33,257.2,120.8,54.2,70
F,11,127,99,36,319.20000000000005,123.4,63.4,74
F,11,127,99,39,259.4,111.20000000000002,59.699999999999996,74
M,9,129,98,32,250.2,107.1,66.9,63.3
M,12,129,100,35,302.09999999999997,134.7,75.1,75.5
F,9,130,100,37,288.3,148.2,59.099999999999994,68.2
M,9,134,104,38,327.7,162.3,73.8,78.2
F,13,138,109.00000000000001,41,386.6,157.1,85.8,99.6
M,8,138,108,37,342,154.5,77.10000000000001,86.5
F,10,139,110.00000000000001,31,369.9,153.4,88.4,83.5
M,12,139,105,35,348.4,139.2,77.8,101
F,13,140,114.99999999999999,41,359.5,145.9,78.7,103.3
F,10,141,112.00000000000001,41,476.19999999999993,198.3,100.1,124.8
M,12,153,117,36,479.6,225.59999999999997,102.4,106.69999999999999
M,10,154,120,43,438.90000000000003,210.3,96.39999999999999,116.8
I,4,44,32,10,9.8,4.3,2,3
I,5,55.00000000000001,41,14.000000000000002,21.099999999999998,99,3.8,6.3
I,5,57.99999999999999,42,12,20.9,8.3,4.3999999999999995,7.000000000000001
I,6,66,48,15,32.6,14.899999999999999,6.6000000000000005,9.6
I,6,71,56.99999999999999,19,45.5,19.1,9.5,14.299999999999999
I,6,75,57.99999999999999,20,43.8,18.5,7.6,15
I,8,83,63,20,72.89999999999999,35.3,15.9,19
I,6,85,66,23,65.3,26.3,15.4,20.599999999999998
I,7,85,68,20,70.3,32.5,16.400000000000002,18.8
I,7,86,64,20,69.3,32.7,16,18
I,7,88,68,20,81.39999999999999,41.8,14.7,20.599999999999998
I,7,88,67,23,84.3,34.599999999999994,15.299999999999999,22.6
I,7,92,69,22,75.1,30.5,11.600000000000001,25
I,6,92,74,24,106.69999999999999,52.900000000000006,21.6,26.900000000000002
I,7,93,71,21,88.4,41.699999999999996,19.5,23.7
I,7,95,73,20,26.3,40.5,17.5,24.6
I,7,95,75,23,104.1,46.6,23.799999999999997,29.099999999999998
I,8,97,75,26,110.7,53.2,22.400000000000002,31.4
I,8,98,75,25,108.89999999999999,55.800000000000004,23,26
M,8,98,76,22,110.80000000000001,58.699999999999996,20.1,30
I,7,99,76,24,102.4,46.6,24.099999999999998,27.200000000000003
I,8,100,78,25,116.6,58.8,26.400000000000002,32.1
M,9,100,76,24,115.3,54.6,27,28.999999999999996
M,7,101,80,27,144.6,75.4,29.799999999999997,35.6
I,8,102,79,31,107.89999999999999,49.3,21.7,33.4
I,8,102,77,30,125,61.9,23.799999999999997,34.5
I,9,103,80,25,118.5,53,23.5,33.6
I,9,104,79,27,126.6,59.699999999999996,25.900000000000002,35
F,9,109.00000000000001,86,28.000000000000004,166.4,87.1,34,40.2
M,7,109.00000000000001,84,28.999999999999996,155.6,74.9,30.9,41
M,7,109.00000000000001,84,24,157.29999999999998,80.60000000000001,37,34
F,9,109.00000000000001,80,28.000000000000004,155.6,73.6,43,36
I,8,110.00000000000001,84,26,127.2,58.8,28.799999999999997,35.099999999999994
F,8,110.00000000000001,88,27,168.70000000000002,86.8,39.900000000000006,37
I,8,111.00000000000001,85,26,129.6,56.699999999999996,26.6,42.1
M,9,112.99999999999999,86,26,156.8,69.89999999999999,37.7,42.6
F,9,113.99999999999999,90,36,181.6,80.30000000000001,43.4,51
M,9,113.99999999999999,90,27,204,109.2,40.8,50
F,9,113.99999999999999,86,32,162.20000000000002,77.5,31.8,45.7
F,8,114.99999999999999,96,30,179.4,84.7,38.1,49.6
M,8,115.99999999999999,91,26,170.4,82,34.5,45
F,7,117,90,30,187.6,93.4,40.6,45
F,8,117,87,28.000000000000004,139.1,61.7,25.8,44.9
M,8,118,94,30,172.2,82.6,32.800000000000004,49.8
M,9,118,92,28.000000000000004,200.8,99.2,43.3,52
F,8,118,92,32,202.3,89,52.300000000000004,51.300000000000004
F,8,119,93,30,220.1,108.3,33.2,53
M,9,119,94,33,221.60000000000002,98.3,46.5,66.9
M,9,119,92,28.000000000000004,170.4,84.3,45.1,45.4
M,10,120,98,42,397.5,200.99999999999997,83.8,98.2
F,10,121,96,30,215.79999999999998,90.10000000000001,56.699999999999996,58.599999999999994
F,9,123,95,34,211,108.60000000000001,49.2,46.9
M,7,123,90,30,239.6,141.4,41.9,50.1
F,9,123,94,31,216.8,117.7,41.8,49.2
M,10,123,95,35,220.6,92.7,61.9,54.50000000000001
M,9,124,98,31,220.00000000000003,101,49.5,62
M,10,124,96,30,220.29999999999998,99.3,48.6,61
M,11,125,99,37,276.7,142.1,60.099999999999994,69
F,9,125,98,31,223,96.8,55.400000000000006,61.9
M,10,125,96,28.999999999999996,217,92.9,48.9,65.4
M,11,126,101,30,263.3,126.49999999999999,49.3,74
M,10,126,102,35,268.29999999999995,131.5,52.400000000000006,75
M,8,126,93,30,205.39999999999998,107.4,37.6,35.199999999999996
M,9,129,103,32,236.90000000000003,101.2,62.2,67
M,9,129,96,30,238.39999999999998,121.10000000000001,51.9,56.99999999999999
F,9,129,104,36,257,115.5,70.39999999999999,63.4
M,9,130,103,25,236.10000000000002,104.69999999999999,56.599999999999994,65.5
M,9,130,104,35,253.10000000000002,123,55.50000000000001,67.2
F,10,130,107,35,257.90000000000003,121.9,55.300000000000004,68.8
M,9,130,102,31,281.4,144.3,59.599999999999994,67
F,9,130,98,31,224.40000000000003,109.00000000000001,45.6,61.1
M,10,132,103,33,289.29999999999995,138.79999999999998,59.599999999999994,75.1
F,9,133,101,33,269.8,119.7,63.5,72
M,11,134,100,40,253.79999999999998,115.19999999999999,59.699999999999996,70.19999999999999
M,13,134,102,36,336,185.20000000000002,59.5,78.7
F,13,135,110.00000000000001,38,310.2,142.1,73.7,82.39999999999999
M,11,136,104,33,295.5,144.79999999999998,55.800000000000004,81.2
M,11,136,106,36,305.79999999999995,152.7,62.3,80.5
M,10,140,105,35,351.7,174.9,72.3,94
M,13,140,110.00000000000001,40,304.59999999999997,138.6,61.199999999999996,88.1
F,11,145,106,38,346.3,166,79.60000000000001,81
M,9,145,110.00000000000001,40,302,174.70000000000002,85.3,101.69999999999999
M,11,147,113.99999999999999,35,376,181.9,77.4,97.6
F,12,148,114.99999999999999,44,402.4,178.29999999999998,105.3,94.19999999999999
M,11,150,111.00000000000001,43,440.2,212.3,104.69999999999999,105.69999999999999
I,3,38,28.000000000000004,6,6.3,2.5,1,2.1
I,4,42,30,9,8,2.7,1.6,2.1
I,4,50,35,12,12.7,5.5,1.6,4
I,5,57.99999999999999,43,13,19.7,8.5,4.2,6.2
I,6,67,50,16,33.4,13.5,6.5,11.5
I,6,68,49,17,40.300000000000004,20.1,7.6,10.6
I,6,69,51,19,36.6,15,7.7,12
I,7,71,51,16,37.4,15.6,10.100000000000001,11.600000000000001
I,5,72,52,16,35.9,14.799999999999999,6.3,12
I,7,74,55.00000000000001,18,41.3,19.2,7.9,11.600000000000001
I,8,75,57.99999999999999,28.000000000000004,60,28.000000000000004,12.5,16.5
I,7,75,55.00000000000001,19,45.9,19,10.9,13.200000000000001
I,7,77,60,25,68.60000000000001,34.1,14.7,16.2
I,8,77,56.99999999999999,17,48.8,24.3,8.9,13.600000000000001
I,8,79,64,20,61.5,29.799999999999997,10.7,18
I,7,80,61,20,68.30000000000001,35.199999999999996,12.5,17.299999999999997
I,7,81,61,20,54.2,19.3,12.2,18.2
I,8,81,62,22,182,83.2,41.5,19.900000000000002
I,7,81,61,20,53.6,22.900000000000002,10.6,17
I,6,81,60,18,57.699999999999996,27.6,12.7,15.299999999999999
I,8,82,63,20,60,24.8,11.5,20
I,8,82,65,22,65.2,26.5,15,20.200000000000003
I,7,83,67,20,71.6,33.800000000000004,13.4,21
I,8,84,65,23,62.8,25.900000000000002,12.7,20
I,8,84,63,22,80.5,37.1,16.6,20.3
I,7,86,68,22,72.89999999999999,31.8,17.1,21
I,9,89,72,22,84.7,36.4,15.299999999999999,28.000000000000004
M,8,90,65,23,86.1,44.7,15.7,23.1
I,7,90,67,19,70.1,32.300000000000004,12.5,23.7
I,8,91,68,23,97.2,52.2,13.100000000000001,26.3
I,8,92,70,20,94.19999999999999,50.4,15.4,24.6
I,8,92,69,21,83,37.4,17.4,22
I,7,95,71,23,103.89999999999999,55.800000000000004,17.599999999999998,26.5
M,11,96,75,24,117.9,50.7,25.6,34.4
I,8,97,76,25,104.3,44.3,23.599999999999998,32
I,8,97,73,28.000000000000004,89.5,37.9,18.5,46.1
I,10,98,73,25,111.7,50.4,25.2,32.300000000000004
I,9,101,77,25,119.19999999999999,49,19.400000000000002,42
I,9,101,76,27,107.69999999999999,52.900000000000006,19,33
I,8,102,77,28.999999999999996,153.29999999999998,79.7,28.000000000000004,36.1
F,9,103,79,27,103.2,40.300000000000004,26.400000000000002,32.4
M,7,103,82,28.000000000000004,147.10000000000002,61.3,27.400000000000002,40
I,8,103,78,22,106.2,48.3,19.6,32.300000000000004
I,8,105,77,26,121.39999999999999,47.099999999999994,25,39
F,10,105,83,30,141.1,65.8,29.4,39.800000000000004
I,8,105,80,26,128.9,69,25.7,40
I,9,105,75,24,126.29999999999998,60.9,22.8,38
M,10,107,86,31,156.9,65.7,33.800000000000004,49
F,8,109.00000000000001,88,30,189.5,73.2,47.8,55.00000000000001
I,10,110.00000000000001,86,28.999999999999996,142.4,60.5,30.4,45
I,10,110.00000000000001,85,28.999999999999996,178,86.5,34.2,47.199999999999996
I,9,110.00000000000001,84,31,182.4,99,36.1,41
I,10,110.00000000000001,85,27,131.20000000000002,51.4,34,40.6
I,9,110.00000000000001,93,30,187.20000000000002,96.2,34.8,48.699999999999996
I,11,111.00000000000001,87,28.999999999999996,139.5,52.400000000000006,31.5,48
F,8,111.00000000000001,89,35,229.3,110.2,48.8,55.7
I,10,112.00000000000001,88,28.000000000000004,165,80.4,27.800000000000004,49
I,11,112.00000000000001,87,27,144,65.8,20.599999999999998,50.2
I,11,112.99999999999999,86,30,164.3,66.4,33.7,57.99999999999999
F,10,113.99999999999999,89,31,203.39999999999998,105.3,40.5,53
F,9,114.99999999999999,87,31,179.5,82.3,46.5,46
M,10,115.99999999999999,88,35,245.1,108.1,54.1,65.3
F,11,115.99999999999999,93,28.999999999999996,197.3,94,43.1,50
F,9,115.99999999999999,85,30,168.79999999999998,72.89999999999999,37,54.1
I,10,117,92,28.999999999999996,169.3,67.80000000000001,33.4,59
M,10,117,93,33,177,80.5,32.5,54.800000000000004
I,9,117,84,28.999999999999996,134.7,57.9,26.900000000000002,44
F,8,117,91,26,175.1,82.19999999999999,41.3,45
M,9,118,94,28.999999999999996,184.7,90.9,34.599999999999994,50.8
M,10,118,95,28.000000000000004,195.4,92.5,40.5,55.00000000000001
M,10,119,95,28.000000000000004,206.1,98.5,43.4,55.60000000000001
M,8,120,96,18,210,91.4,53.7,56.00000000000001
M,11,120,99,37,222.9,101.1,52.7,73.4
M,9,120,90,28.999999999999996,175.4,86.5,31,48
M,9,120,102,37,257,121.9,54.900000000000006,63
M,10,122,96,37,261.3,137.9,58.3,57.99999999999999
F,11,122,90,26,174.5,77.8,34.300000000000004,54.400000000000006
F,10,123,92,30,205.29999999999998,98.7,40.2,54.900000000000006
F,9,124,93,28.000000000000004,232.10000000000002,120.10000000000001,43.9,61.4
F,10,124,96,33,202.5,106.5,87.3,64.8
M,10,125,100,28.000000000000004,219.20000000000002,108.89999999999999,43.3,59
M,10,125,98,33,241,103.49999999999999,62.1,69.3
M,12,126,101,35,244.20000000000002,111.00000000000001,50.4,68
F,10,126,95,31,200.1,90.4,50.4,53
M,12,126,94,30,227.1,107.80000000000001,46.5,62.3
M,10,126,105,39,262.7,98.7,51.300000000000004,93
M,11,128,101,31,239.1,111.3,42.199999999999996,69.19999999999999
M,10,128,97,30,219.60000000000002,103.89999999999999,44.4,63.5
M,10,128,99,34,227.8,107.89999999999999,56.39999999999999,56.99999999999999
F,11,128,99,34,245.29999999999998,98,75.4,57.49999999999999
M,10,128,103,16,208.4,103,35.099999999999994,35
M,9,130,104,31,273.6,123.70000000000002,57.599999999999994,73
M,12,130,102,35,289.2,129.7,54.1,90
F,9,132,101,38,280.90000000000003,125.1,67.5,74.9
F,11,132,105,40,292.6,130.5,59.9,84.39999999999999
F,9,135,105,34,342.2,167.3,70.39999999999999,95
M,13,140,108,41,348,157.7,74.6,97.3
F,9,141,108,41,351.4,165.3,83.39999999999999,92.2
M,11,142,112.99999999999999,40,320.2,141.2,64.2,90
M,10,144,110.00000000000001,41,433,221.1,105,80.80000000000001
M,9,145,113.99999999999999,38,466.09999999999997,250.59999999999997,108.2,104
I,5,48,34,10,10.9,4.1000000000000005,3.2,3.1
I,4,51,39,11,14.499999999999998,5.7,3.4000000000000004,4.2
I,4,55.00000000000001,40,11,18.5,7.6,4.2,5.2
I,7,64,47,18,36.6,19.6,6.7,8.4
I,6,65,48,15,30.5,14.399999999999999,12.9,8.6
I,7,66,45,15,37.4,18.9,7.9,8.5
I,8,72,54,18,46.400000000000006,24,8.7,11.200000000000001
I,5,75,53,19,39.2,17,8.4,11.700000000000001
I,6,75,56.99999999999999,18,50.9,23.799999999999997,11.899999999999999,13.5
I,7,78,57.99999999999999,18,52.5,23.400000000000002,10.8,15.4
I,7,90,67,21,72.39999999999999,31.5,15.9,21.9
I,7,91,70,21,88.9,42.6,21.4,22.3
I,7,92,73,23,102.2,47.3,23.599999999999998,24.6
I,8,99,75,24,117.8,61.5,24.3,28.1
M,9,100,73,26,118.9,61.8,21.7,30.7
I,8,100,75,24,105.80000000000001,44.7,24.6,32
M,9,104,80,21,174.4,90.3,32.300000000000004,39.7
I,7,104,79,28.999999999999996,154,84.8,28.4,37.9
F,9,105,86,27,168.70000000000002,86.5,36,36.3
M,7,107,81,28.000000000000004,163.6,80.4,34.300000000000004,37.8
F,9,108,84,28.000000000000004,160.7,76,36.1,42
F,9,108,83,30,162.3,77.5,37.5,40.699999999999996
F,8,113.99999999999999,85,26,156.4,73.9,34.9,39.300000000000004
M,8,113.99999999999999,84,28.000000000000004,174.9,83.2,33,50
M,9,115.99999999999999,89,32,196.8,98,40.2,54
F,8,115.99999999999999,89,27,190,96.8,36.4,46.5
M,9,118,94,31,234.7,124.9,46.6,51.9
F,10,118,91,30,195.2,93,41.099999999999994,55.300000000000004
M,9,118,97,31,215.7,90.7,48.699999999999996,62
M,9,119,87,32,211.39999999999998,85.1,44.800000000000004,62
M,9,120,95,35,222.00000000000003,102.1,51.2,56.99999999999999
M,10,120,90,32,228.39999999999998,107.80000000000001,45,61.4
M,10,121,95,38,225.1,118,49.4,52
F,10,124,96,34,220.9,107,50,57.4
M,10,125,95,35,268.1,131.20000000000002,56.599999999999994,67.4
M,8,125,100,26,216.4,115.7,40.9,50
F,9,125,97,32,250.8,118.19999999999999,51.800000000000004,69.69999999999999
M,10,126,98,33,240.09999999999997,114.99999999999999,54.6,58.8
M,10,126,97,32,248.60000000000002,124.6,55.00000000000001,60
F,12,127,102,37,257.2,105.2,59,82.1
F,9,129,98,32,233.3,98.7,63.1,59.8
F,8,129,98,32,228.79999999999998,100.29999999999998,57.8,63.800000000000004
F,11,130,105,38,277,177.5,61.9,81
F,11,131,103,31,261.8,104.80000000000001,69.19999999999999,77
F,11,131,103,34,305.4,169.70000000000002,52.7,66.2
M,11,133,103,38,327.7,166.2,71.5,74.2
M,11,139,108,39,338.2,153.6,72.6,95.1
F,11,144,112.99999999999999,36,343.8,169.3,81.39999999999999,77.5
F,10,144,110.00000000000001,36,304,127.4,65,87
F,12,144,112.99999999999999,34,322.6,144.6,65.10000000000001,98.9
M,10,147,113.99999999999999,42,447.1,234.10000000000002,92.60000000000001,106.3
M,11,148,119,38,464.70000000000005,229.9,102.3,101
I,6,62,46,14.000000000000002,24.9,10.100000000000001,5.3,7.6
I,4,63,47,15,25.7,10.2,5.6000000000000005,8.1
I,5,64,41,16,36.199999999999996,17.599999999999998,6.800000000000001,9.9
I,6,65,50,15,31.7,15,6.1,9.1
I,7,67,52,18,39.300000000000004,17.5,8.200000000000001,11.200000000000001
I,5,74,56.00000000000001,17,39.6,16.1,9.1,11.600000000000001
I,7,74,54,18,37.1,14.000000000000002,8.5,13
I,7,75,56.00000000000001,17,42.9,17.1,9.700000000000001,14.399999999999999
I,8,80,63,18,64.9,30.2,14.6,17.599999999999998
I,6,82,61,19,52.5,20,10.299999999999999,18
I,8,85,68,20,74.2,30,17.299999999999997,23
I,7,87,67,19,59.599999999999994,21.8,11.600000000000001,23
I,7,89,62,18,67.2,31.1,18,17.1
I,9,92,72,28.000000000000004,89.4,32.2,17.4,32
F,8,93,70,22,81.69999999999999,33,20.4,26.200000000000003
I,8,94,77,26,117.39999999999999,52.800000000000004,23.400000000000002,34.8
I,8,95,75,22,98.8,42.199999999999996,21.8,30.9
I,8,99,75,24,122.8,57.099999999999994,27.3,32.2
I,9,100,78,26,101.49999999999999,42.3,20.8,35.099999999999994
I,8,100,74,24,108.89999999999999,49.8,21.3,30.4
I,9,101,85,25,122.30000000000001,49,27.500000000000004,40
I,8,101,80,25,112.1,45.1,28.7,34
M,8,101,73,23,104.2,50,19.2,30
I,9,102,80,28.999999999999996,115.5,46.2,28.599999999999998,35.4
I,8,102,80,25,118.7,47.8,26,40.8
I,8,104,80,22,119.39999999999999,58.699999999999996,23.1,32
M,8,104,93,30,190.1,91.2,39.800000000000004,51
I,8,106,76,25,123.2,58.4,22.6,37
M,10,106,81,30,166.3,70.39999999999999,37.4,50.5
F,8,107,89,25,174.5,83.39999999999999,39.800000000000004,48
I,11,108,85,26,163.1,73.5,27.3,49.2
I,10,108,83,22,123.8,55.1,30,35.3
I,8,109.00000000000001,86,26,151.89999999999998,71.6,30.599999999999998,41.099999999999994
I,10,109.00000000000001,86,30,148.4,70.5,31.6,41.6
I,8,110.00000000000001,87,33,160.8,68,38.800000000000004,48.8
I,8,110.00000000000001,85,26,132.8,53.900000000000006,32.6,42
F,9,110.00000000000001,87,28.000000000000004,149,69.39999999999999,34.8,45.300000000000004
I,8,112.00000000000001,86,26,145.6,67.10000000000001,28.7,43.5
I,9,112.00000000000001,87,26,155.4,70.8,34.599999999999994,44.4
F,8,114.99999999999999,85,30,175.29999999999998,91,36,45.6
I,9,114.99999999999999,91,32,197.9,99,39,49.2
M,8,114.99999999999999,90,33,193.1,99.6,38,46
M,8,115.99999999999999,93,30,181.29999999999998,74.2,39.300000000000004,57.99999999999999
M,10,115.99999999999999,92,30,209.79999999999998,104.1,38.7,61
F,9,115.99999999999999,90,34,194.1,92.30000000000001,46.400000000000006,49.6
F,9,115.99999999999999,90,30,184,78.60000000000001,42.4,57.9
M,11,115.99999999999999,89,30,190.5,86.3,38.9,57.4
F,11,115.99999999999999,88,25,157.1,72.6,39.1,39
I,9,117,90,27,171,75.9,37.4,52
M,9,118,100,30,228.39999999999998,97,53,69
I,9,118,92,25,151,66.8,30,47.599999999999994
I,10,118,95,28.999999999999996,194.9,93.5,41.4,51.800000000000004
M,10,119,94,31,240.3,98.4,77.3,53
M,10,119,92,34,225.89999999999998,113.99999999999999,51.1,53
I,9,120,89,27,184.1,89,40.699999999999996,50.6
F,10,120,96,34,211.20000000000002,91.5,48.699999999999996,62.7
M,10,120,90,39,268,123.4,65.10000000000001,72.1
F,9,120,90,30,192.5,87.5,44.5,55.50000000000001
M,11,120,93,33,209.50000000000003,93,46.9,63
F,13,121,99,34,218.29999999999998,87.3,54.300000000000004,67
M,9,121,98,36,233.4,91.4,57.99999999999999,74.9
I,10,121,96,31,199.9,85,39.7,60
I,11,122,85,31,209.7,101.4,39.1,54.800000000000004
F,12,122,94,39,254.70000000000002,93.8,66.3,79.60000000000001
M,11,122,96,28.000000000000004,212.5,103.2,45,58.3
I,11,122,98,32,230.9,117.30000000000001,47.699999999999996,58.3
F,11,123,95,35,238.79999999999998,111.80000000000001,51.800000000000004,63.3
